Wavelength,I(0),I(KBr),I(KI)
815.0145,2105.77,655.5422,391.8067
815.4515,2096.73,661.3222,391.9467
815.8885,2077.87,658.5422,390.0067
816.3254,2074.71,648.8022,383.2467
816.7623,2046.11,653.5822,385.3067
817.1992,2043.35,655.0022,384.0267
817.6361,2035.89,652.3022,386.7867
818.073,2047.81,642.5222,374.2667
818.5098,2035.81,647.5022,379.3667
818.9466,2018.83,646.3822,382.9667
819.3834,1994.79,631.4222,373.4067
819.8201,1973.27,626.4422,370.7067
820.2568,1968.59,631.4622,371.2867
820.6935,1959.91,628.4022,367.9067
821.1302,1955.67,617.6222,364.7467
821.5669,1941.67,617.9822,367.9067
822.0035,1936.51,624.9422,371.5267
822.4401,1917.53,616.5222,364.5467
822.8767,1923.23,611.5822,359.0067
823.3132,1898.45,618.4622,359.8267
823.7497,1898.21,617.5822,361.9867
824.1862,1885.33,609.8022,350.6867
824.6227,1859.09,599.1622,347.6467
825.0591,1868.57,602.9222,355.6867
825.4956,1856.05,601.6422,349.7467
825.932,1837.07,590.1222,339.0667
826.3683,1830.65,592.3222,344.8467
826.8047,1829.67,592.3422,350.6067
827.241,1810.81,585.2022,337.3467
827.6773,1805.69,582.0822,340.6667
828.1136,1792.85,587.6822,345.5867
828.5498,1777.11,582.0622,335.5267
828.986,1767.37,570.4822,330.8067
829.4222,1746.83,573.1822,331.6867
829.8584,1743.07,573.7222,330.6867
830.2945,1753.59,571.5622,329.5867
830.7306,1738.57,567.1622,323.5467
831.1667,1731.59,570.6622,325.3867
831.6028,1725.11,570.5222,326.5267
832.0389,1716.07,560.5822,317.2667
832.4749,1698.69,559.2822,321.4467
832.9109,1685.47,563.9222,326.9667
833.3468,1691.55,555.9622,323.0267
833.7828,1664.79,545.5822,310.9067
834.2187,1663.25,553.3222,318.2267
834.6546,1648.85,546.9822,316.9067
835.0904,1645.53,541.0022,308.1467
835.5263,1618.09,539.4222,311.7867
835.9621,1629.23,548.5422,312.9267
836.3979,1614.31,537.2022,307.5667
836.8337,1614.21,532.6222,304.9467
837.2694,1596.85,534.1622,304.4267
837.7051,1590.21,534.2622,302.5867
838.1408,1589.61,528.2822,299.4867
838.5765,1567.43,524.5422,292.9067
839.0121,1566.85,529.2422,299.3867
839.4477,1554.93,526.0822,300.2267
839.8833,1542.29,510.9622,291.8467
840.3189,1529.35,519.5822,295.6267
840.7544,1514.67,517.2422,290.7667
841.1899,1513.63,509.1822,284.8667
841.6254,1516.85,509.4022,280.9067
842.0609,1508.83,517.3622,291.3867
842.4963,1491.09,507.2422,285.2867
842.9317,1483.39,498.8222,280.1867
843.3671,1481.45,505.7622,282.3467
843.8025,1466.43,508.3222,280.1867
844.2378,1461.53,497.8222,275.0667
844.6731,1452.59,489.5022,270.7667
845.1084,1437.43,491.7822,272.4667
845.5437,1432.93,491.9822,274.6467
845.9789,1422.91,477.9422,270.3067
846.4141,1411.05,478.7622,263.5067
846.8493,1409.83,484.3822,271.1667
847.2844,1397.81,480.7822,268.5267
847.7196,1392.53,471.5022,260.7867
848.1547,1385.71,475.2622,265.7867
848.5898,1389.23,480.7822,267.3867
849.0248,1370.17,468.8822,260.5267
849.4599,1364.99,466.6222,257.6067
849.8949,1357.55,470.0222,260.4467
850.3298,1354.97,473.4622,265.5667
850.7648,1356.55,463.0622,255.5867
851.1997,1362.23,470.9422,256.2667
851.6346,1347.71,471.5222,261.8867
852.0695,1328.39,461.0622,251.9867
852.5044,1316.11,448.1422,243.9867
852.9392,1300.87,448.9822,252.4667
853.374,1299.89,452.6022,251.4667
853.8088,1291.67,445.8622,246.6667
854.2435,1291.35,442.5822,248.2667
854.6783,1282.89,448.3422,249.3467
855.113,1259.51,436.8222,240.9667
855.5476,1261.55,431.0022,238.5867
855.9823,1248.87,435.8822,240.0467
856.4169,1235.31,436.7822,238.4467
856.8515,1234.41,428.2622,231.2067
857.2861,1222.35,423.5022,232.5667
857.7206,1216.19,428.4822,236.5867
858.1552,1198.89,420.4422,225.6867
858.5897,1202.23,415.8022,225.8067
859.0241,1183.23,411.0422,222.6467
859.4586,1181.53,413.9222,230.4467
859.893,1184.63,407.4622,223.9667
860.3274,1169.19,400.6022,219.7867
860.7618,1159.31,406.1022,221.6667
861.1961,1166.35,409.5222,222.7467
861.6305,1158.13,398.8222,219.0467
862.0648,1143.87,399.0222,219.6267
862.499,1135.15,398.9022,222.2667
862.9333,1116.27,394.3022,216.0067
863.3675,1119.95,383.6622,205.2267
863.8017,1106.67,383.6422,209.9867
864.2359,1097.67,383.6222,210.2867
864.67,1106.59,382.0422,209.3667
865.1041,1094.63,377.3822,208.4867
865.5382,1082.21,380.1822,208.8867
865.9723,1070.75,378.5022,207.8267
866.4063,1069.89,366.2422,203.1867
866.8404,1049.25,360.3022,201.7267
867.2744,1042.55,363.2422,199.7467
867.7083,1038.09,366.3422,200.4067
868.1423,1036.71,354.2422,195.8067
868.5762,1021.01,361.0022,198.1867
869.0101,1014.83,357.9622,196.4667
869.4439,1016.17,351.6822,192.0667
869.8778,1001.59,350.0022,193.0467
870.3116,994.55,351.3622,194.9867
870.7454,977.73,335.8422,187.7267
871.1792,973.35,329.3622,180.0867
871.6129,960.45,333.7022,181.0667
872.0466,956.45,336.5822,185.2867
872.4803,949.95,326.8622,180.7067
872.914,944.61,325.2622,179.2067
873.3476,930.91,324.9022,180.2667
873.7812,921.77,318.6622,178.9867
874.2148,918.47,319.8422,174.9667
874.6484,910.37,319.3222,177.4867
875.0819,904.31,320.8622,175.8867
875.5154,900.57,314.6022,170.7667
875.9489,902.01,304.9022,170.3067
876.3824,890.53,314.1422,174.7667
876.8158,880.75,309.9022,174.1067
877.2492,883.29,303.4222,168.6667
877.6826,873.15,303.6022,164.7067
878.1159,871.47,306.0422,169.7067
878.5493,874.87,309.4222,175.1867
878.9826,859.79,292.7822,163.7267
879.4159,851.75,296.6422,165.2867
879.8491,841.71,296.5822,167.8467
880.2824,839.13,289.9222,154.6067
880.7156,844.35,293.4822,161.7067
881.1487,831.29,292.2222,162.6867
881.5819,825.99,286.5422,159.2867
882.015,822.51,282.0022,154.3467
882.4481,815.25,281.3022,158.6067
882.8812,820.27,282.0022,162.1867
883.3143,815.43,282.9422,158.2467
883.7473,814.75,281.0422,152.1467
884.1803,805.11,277.7622,156.5667
884.6133,799.29,278.2222,156.1667
885.0462,807.31,274.8022,154.1867
885.4791,792.07,275.4222,155.3467
885.9121,784.33,272.1422,150.2867
886.3449,789.09,272.6622,152.1867
886.7778,780.67,264.5222,147.6467
887.2106,767.07,267.1222,152.2867
887.6434,766.69,269.1622,149.3667
888.0762,763.63,260.9622,143.7267
888.5089,753.25,256.0822,142.5267
888.9416,757.57,261.7022,145.6467
889.3743,749.77,260.1822,144.3667
889.807,758.47,258.3422,142.5467
890.2397,734.03,253.5622,142.9067
890.6723,735.93,256.5822,140.6467
891.1049,730.29,253.5622,137.0667
891.5375,734.37,256.4622,144.8867
891.97,719.73,251.6022,144.2467
892.4025,713.43,245.1022,138.0867
892.835,709.89,242.2422,130.3067
893.2675,703.17,244.4822,137.2467
893.6999,703.89,246.3622,137.1267
894.1323,699.11,238.2022,129.9867
894.5647,698.05,237.9222,133.5067
894.9971,685.31,238.1822,133.8667
895.4294,677.43,237.5022,135.0267
895.8618,680.63,229.3622,127.8267
896.294,672.95,229.7022,131.3467
896.7263,675.21,235.5022,132.1467
897.1585,666.05,223.9022,127.9267
897.5908,654.61,218.4622,121.8667
898.0229,654.39,225.6822,125.6867
898.4551,649.05,226.5422,127.3467
898.8873,643.49,220.0422,119.2867
899.3194,640.57,214.6422,121.9067
899.7514,636.97,220.8222,124.7667
900.1835,623.55,218.6022,125.2667
900.6155,625.79,209.1222,115.4867
901.0476,616.09,215.7022,122.2467
901.4795,609.47,212.1422,122.5867
901.9115,601.87,207.9222,117.3867
902.3434,604.35,200.4222,112.7867
902.7753,595.63,207.0822,118.3267
903.2072,604.35,206.3622,121.1867
903.6391,593.33,200.3222,111.7467
904.0709,584.33,200.8022,115.0067
904.5027,579.65,203.8022,114.4467
904.9345,575.53,199.2022,113.0867
905.3663,573.51,188.0222,105.3667
905.798,573.33,201.5222,115.2467
906.2297,560.75,198.3022,111.4267
906.6614,558.13,182.9622,102.7067
907.093,549.59,184.7422,103.2467
907.5246,544.53,187.3022,110.3467
907.9562,543.09,190.2022,107.9267
908.3878,552.41,183.9022,104.7667
908.8194,538.83,184.6622,107.3467
909.2509,534.87,186.6822,107.0667
909.6824,525.89,181.7622,101.9467
910.1139,529.93,172.4022,102.4667
910.5453,520.33,182.2622,99.7867
910.9767,516.29,179.2422,99.5667
911.4081,516.37,173.1022,98.6267
911.8395,512.21,170.8622,99.1067
912.2709,499.03,173.2222,98.8867
912.7022,502.33,172.0822,98.9467
913.1335,495.91,165.2422,95.1667
913.5648,496.43,175.7022,105.9467
913.996,488.55,166.3022,96.5667
914.4272,485.61,159.7222,90.4467
914.8584,474.03,159.4822,91.1467
915.2896,477.59,167.8622,95.3067
915.7207,474.67,161.7422,92.0267
916.1518,475.47,159.6822,90.3467
916.5829,462.79,159.8622,89.9467
917.014,455.97,158.3422,88.0467
917.445,455.69,152.6222,87.3067
917.876,458.09,153.3222,87.1067
918.307,441.67,159.5222,89.2267
918.738,435.71,155.2822,87.3467
919.1689,436.91,143.4622,83.5467
919.5999,427.35,141.1022,80.3667
920.0307,423.83,148.6022,83.6267
920.4616,421.59,143.0222,82.4667
920.8924,422.87,141.5622,80.7267
921.3232,417.15,146.0022,85.8667
921.754,402.61,143.6222,82.6667
922.1848,400.53,129.5422,79.5067
922.6155,396.39,131.4222,73.9867
923.0462,395.09,137.0622,76.3467
923.4769,379.75,131.5822,74.2667
923.9076,380.07,124.0622,71.9467
924.3382,377.97,133.4422,76.6667
924.7688,370.63,130.6422,74.7667
925.1994,373.23,128.0822,75.3467
925.6299,358.45,123.4422,69.2667
926.0605,354.83,127.6422,72.7867
926.491,348.03,121.4422,69.0667
926.9215,349.67,113.4822,65.6467
927.3519,338.83,111.8222,64.4267
927.7823,337.05,117.0622,64.6467
928.2127,328.97,112.4622,63.0067
928.6431,328.81,106.0022,59.7267
929.0735,321.19,113.0022,65.3667
929.5038,319.05,109.7222,61.7067
929.9341,314.71,104.2422,55.9267
930.3644,309.33,102.3622,59.9667
930.7946,301.97,107.9822,60.5867
931.2248,303.87,105.1022,60.1867
931.655,296.49,94.2622,52.3267
932.0852,282.59,98.2422,58.9067
932.5153,273.97,94.4822,58.9867
932.9455,265.23,90.9022,49.3867
933.3756,258.89,83.7422,47.9067
933.8056,247.77,87.7222,48.7467
934.2357,236.49,85.0622,49.1667
934.6657,234.43,80.9822,42.7867
935.0957,224.23,75.5822,44.7067
935.5256,213.55,74.7222,44.1867
935.9556,203.93,63.3422,38.3667
936.3855,193.25,60.6822,35.3667
936.8154,183.19,71.7222,39.3667
937.2453,178.39,66.6022,35.3067
937.6751,174.01,58.1422,31.4667
938.1049,166.35,55.0822,32.3067
938.5347,164.19,56.7622,34.5267
938.9644,156.79,53.5022,33.5667
939.3942,146.71,43.8822,28.0267
939.8239,144.39,48.7222,29.2467
940.2536,143.15,51.4022,31.9867
940.6832,147.29,47.1022,25.8667
941.1129,143.37,44.6222,24.8267
941.5425,137.17,46.5622,28.2467
941.9721,136.27,45.9822,29.5267
942.4016,138.59,41.1622,19.8467
942.8311,137.19,46.1422,23.4067
943.2607,143.73,51.7222,29.3267
943.6901,139.65,45.3822,24.7467
944.1196,144.29,43.6622,26.5667
944.549,144.69,56.3622,37.6467
944.9784,140.83,52.2022,30.4867
945.4078,146.05,43.7822,23.3667
945.8371,140.59,47.3822,26.6467
946.2665,140.15,54.2222,29.9867
946.6958,142.43,48.8022,28.0867
947.125,151.43,41.3422,26.0467
947.5543,151.57,52.9622,29.3067
947.9835,148.61,53.1822,29.7267
948.4127,155.63,52.9622,29.2067
948.8419,154.79,49.6022,23.2267
949.271,155.75,58.4422,32.7067
949.7001,159.99,54.7022,28.5067
950.1292,165.53,49.0622,25.7467
950.5583,166.35,53.7822,31.5067
950.9874,170.23,57.1822,31.4267
951.4164,167.23,56.2622,30.5067
951.8454,166.11,51.9422,33.2667
952.2743,160.13,58.2022,30.4867
952.7033,168.27,60.3222,38.2667
953.1322,173.49,55.1222,28.7267
953.5611,163.29,52.2022,28.5067
953.9899,171.23,63.2822,35.6867
954.4188,170.71,61.2822,34.7667
954.8476,174.23,52.0822,33.5067
955.2764,169.55,60.3022,34.9867
955.7051,175.67,60.9222,36.3267
956.1339,175.41,58.0022,32.4467
956.5626,175.61,56.1022,34.3067
956.9913,173.37,63.1422,36.0667
957.4199,174.39,57.8822,33.8067
957.8486,178.55,56.4022,28.8267
958.2772,169.67,62.2022,33.8867
958.7057,175.87,60.5822,36.7667
959.1343,177.31,62.4422,31.6667
959.5628,174.73,55.0222,34.0067
959.9913,173.09,62.2622,35.2067
960.4198,178.61,62.3222,35.1067
960.8483,181.15,57.3422,32.5067
961.2767,175.37,60.2822,33.0467
961.7051,176.69,66.0222,35.5467
962.1335,176.53,64.5022,34.6467
962.5618,175.71,57.0822,28.4667
962.9901,174.77,62.7422,37.0867
963.4184,175.21,60.7622,33.9667
963.8467,177.55,59.0822,31.9467
964.275,173.13,58.5622,32.9667
964.7032,169.09,60.7022,34.6467
965.1314,168.95,58.9222,31.0867
965.5595,170.89,49.2622,27.8067
965.9877,169.17,57.8622,34.6467
966.4158,169.29,63.5822,35.9467
966.8439,172.97,57.4222,31.6067
967.272,167.41,53.6822,31.9467
967.7,167.53,60.7822,32.8667
968.128,163.23,58.0622,30.3467
968.556,165.61,52.1222,27.5467
968.984,164.45,57.0822,33.8867
969.4119,164.41,59.7622,34.8467
969.8398,157.61,57.1022,30.2467
970.2677,159.81,49.5222,27.3467
970.6956,155.69,59.6022,32.3467
971.1234,154.13,57.8622,32.1467
971.5512,160.59,50.9622,26.0267
971.979,160.31,57.5822,31.6067
972.4067,156.43,58.0222,27.5667
972.8345,152.07,54.4822,31.3467
973.2622,160.41,48.6822,26.9867
973.6899,152.23,55.6222,33.7067
974.1175,148.61,52.7422,30.5867
974.5452,149.35,46.5822,24.3467
974.9728,150.59,46.2022,26.8467
975.4003,150.01,55.3022,29.2867
975.8279,144.27,52.6622,29.4067
976.2554,154.01,45.4422,26.5067
976.6829,145.41,49.1822,29.5667
977.1104,140.23,53.9622,29.4067
977.5378,140.31,47.8622,25.0867
977.9653,144.65,45.4422,26.6667
978.3927,138.21,52.0422,30.1267
978.82,137.57,48.8622,27.0867
979.2474,140.13,44.8022,24.2267
979.6747,136.83,45.2622,26.7267
980.102,136.85,50.1422,29.0267
980.5293,133.51,48.1822,25.5267
980.9565,135.05,43.5022,23.7667
981.3837,133.65,51.6222,29.6867
981.8109,128.55,45.9822,28.8267
982.2381,131.35,44.3822,22.6867
982.6652,131.17,44.2022,24.7667
983.0923,130.01,49.8822,29.3267
983.5194,128.29,46.5422,26.3267
983.9465,127.25,36.5022,21.4467
984.3735,125.19,46.1422,25.7467
984.8005,123.59,46.4422,27.1267
985.2275,121.03,43.5822,22.5267
985.6545,122.69,37.3222,21.3667
986.0814,117.77,41.8222,20.3067
986.5083,115.63,42.8822,24.4867
986.9352,119.55,37.5022,18.7667
987.362,111.61,39.5822,23.5267
987.7889,112.05,41.6022,26.1467
988.2157,111.57,40.5422,23.8467
988.6425,115.23,33.0422,21.4467
989.0692,110.65,38.5422,24.5267
989.4959,110.19,40.1422,23.7067
989.9226,149.23,70.9822,55.0867
990.3493,116.87,45.7422,30.2267
990.776,108.83,41.7222,20.3467
991.2026,106.87,40.2822,24.2467
991.6292,109.63,35.2822,19.2467
992.0558,103.51,38.5222,23.0467
992.4823,104.63,38.4822,24.2867
992.9088,100.47,34.9822,18.6267
993.3353,105.69,29.7822,18.3267
993.7618,109.75,45.0822,31.1067
994.1882,100.07,37.8222,19.6267
994.6146,108.71,33.6422,17.6467
995.041,97.41,31.1622,19.3467
995.4674,101.07,36.9222,20.0667
995.8937,98.53,36.8422,19.5467
996.3201,105.73,32.8422,23.2867
996.7463,95.47,36.5822,24.4667
997.1726,98.89,36.8022,23.3067
997.5988,99.63,32.1022,15.9467
998.0251,96.69,33.7222,17.3067
998.4512,99.03,39.1022,21.0867
998.8774,98.47,36.2822,19.2867
999.3035,101.37,27.8022,17.0667
999.7296,96.15,35.9022,23.0267
1000.1557,100.39,33.6622,21.9867
1000.5818,98.39,32.1622,18.1467
1001.0078,101.67,28.2022,15.0067
1001.4338,97.91,38.1022,21.2667
1001.8598,94.67,36.3822,21.1667
1002.2857,105.59,30.7422,16.7267
1002.7117,100.31,35.9422,20.8667
1003.1376,96.29,39.4422,21.5067
1003.5634,97.97,32.0022,18.0867
1003.9893,100.81,33.0022,18.1467
1004.4151,94.87,34.8622,20.0867
1004.8409,97.33,35.6022,20.4267
1005.2667,96.21,32.0022,15.3667
1005.6924,91.07,30.8022,16.1467
1006.1181,96.11,36.7022,15.5667
1006.5438,91.23,33.0222,17.7667
1006.9695,95.15,27.8022,12.6467
1007.3951,93.37,31.0022,19.3467
1007.8208,89.43,33.3622,20.3467
1008.2463,90.25,30.1422,14.2667
1008.6719,90.89,30.4422,15.9067
1009.0974,87.17,33.9622,17.8667
1009.523,85.29,32.6822,13.8267
1009.9484,88.01,26.4422,16.3067
1010.3739,82.63,32.8422,21.6267
1010.7993,82.33,35.2622,17.4267
1011.2247,87.37,29.8222,16.5267
1011.6501,81.25,22.8622,15.0267
1012.0755,78.71,27.2222,17.3067
1012.5008,79.65,29.7622,18.8067
1012.9261,80.51,27.0022,12.4667
1013.3514,79.29,29.7822,17.3267
1013.7767,74.51,29.7822,18.3467
1014.2019,78.31,24.7822,16.7267
1014.6271,78.85,16.6622,9.7267
1015.0523,68.45,24.5022,16.3467
1015.4774,72.57,24.4222,16.4667
1015.9025,70.61,21.2622,11.4267
1016.3276,71.67,20.6422,10.4667
1016.7527,66.99,25.4822,16.8267
1017.1778,68.49,27.9422,15.4467
1017.6028,72.55,17.4822,9.5267
1018.0278,67.63,24.1822,11.2667
1018.4527,65.93,25.1422,16.6467
1018.8777,64.75,21.2222,9.3667
1019.3026,67.87,22.0222,16.0867
1019.7275,64.39,23.5022,15.5467
1020.1524,62.67,22.9422,13.1067
1020.5772,59.77,19.0622,9.0667
1021.002,65.35,21.1222,13.2667
1021.4268,58.99,25.5822,15.0067
1021.8516,61.07,20.3822,9.9667
1022.2763,61.75,19.7622,10.5067
1022.701,55.83,20.2622,13.3467
1023.1257,58.23,22.5222,14.1667
1023.5503,65.45,20.7222,13.0067
1023.975,58.49,17.6022,9.0867
1024.3996,57.57,23.1422,15.8467
1024.8242,56.33,23.6622,18.2467
1025.2487,54.79,17.4622,6.8267
1025.6732,55.41,17.9622,13.1467
1026.0977,56.03,24.7222,14.0667
1026.5222,50.61,14.2422,6.5867
1026.9467,52.13,15.1022,7.8467
1027.3711,49.91,20.1822,13.3467
1027.7955,48.89,19.3022,10.2667
1028.2199,51.19,13.8022,7.3467
1028.6442,52.13,15.9022,11.9467
1029.0685,46.65,17.1022,13.0667
1029.4928,46.35,15.9022,8.8867
1029.9171,45.85,11.7422,6.0867
1030.3413,48.07,20.2622,12.1067
1030.7655,45.23,18.5622,9.4467
1031.1897,50.79,17.9222,7.1867
1031.6139,45.17,14.1022,11.0267
1032.038,48.97,22.5822,17.0667
1032.4621,45.27,13.9222,11.1867
1032.8862,43.57,9.5822,5.5067
1033.3103,41.37,15.3622,10.7267
1033.7343,43.55,14.5422,11.0867
1034.1583,41.71,12.1622,8.0867
1034.5823,42.87,10.4422,6.4667
1035.0063,42.15,18.5022,12.0667
1035.4302,36.35,16.2822,9.3467
1035.8541,43.23,10.0822,7.5667
1036.278,40.25,15.9022,8.1667
1036.7018,35.67,15.3222,11.1867
1037.1257,35.91,9.5622,4.6067
1037.5495,42.77,8.6422,9.4867
1037.9732,33.99,12.5622,7.0867
1038.397,36.81,11.5622,5.0867
1038.8207,33.03,3.8222,3.3267
1039.2444,38.99,9.6422,5.4467
1039.6681,34.27,12.5822,7.9867
1040.0917,34.15,11.0022,5.6667
1040.5154,39.33,6.7622,4.4867
1040.9389,32.67,12.4622,10.6067
1041.3625,34.97,13.5822,9.0867
1041.7861,32.99,9.1822,1.5867
1042.2096,31.63,7.3622,3.3867
1042.6331,31.25,9.6222,4.1467
1043.0565,33.27,11.6222,5.0867
1043.48,32.75,3.2622,0.0667
1043.9034,27.59,9.4622,7.1867
1044.3268,33.55,13.9422,11.5267
1044.7501,32.29,8.8222,5.9267
1045.1734,29.57,2.9222,4.1667
1045.5968,28.23,8.9822,7.3267
1046.02,28.33,9.0222,6.3267
1046.4433,30.69,5.5222,2.0267
1046.8665,28.17,6.2822,7.3867
1047.2897,28.77,11.6422,8.0667
1047.7129,26.97,9.3822,4.1267
1048.136,31.03,5.4022,5.9467
1048.5592,27.57,12.9022,5.6667
1048.9823,31.27,15.7622,13.1867
1049.4053,27.23,3.2822,1.4667
1049.8284,28.71,5.3622,1.2867
1050.2514,23.13,10.9622,2.9267
1050.6744,25.15,8.0422,4.6467
1051.0974,25.81,-0.9978,0.7467
1051.5203,21.65,7.3222,6.9267
1051.9432,22.29,6.7622,5.9067
1052.3661,22.37,6.3222,3.0267
1052.789,23.63,5.4822,4.5667
1053.2118,22.89,7.6022,6.5267
1053.6346,20.97,8.0422,5.2867
1054.0574,24.19,1.0822,1.2467
1054.4802,21.57,8.9422,6.0467
1054.9029,21.99,6.9422,5.6667
1055.3256,20.67,2.1822,4.3067
1055.7483,24.05,-0.5978,3.8667
1056.171,16.81,6.0222,1.0067
1056.5936,20.17,6.8622,4.8867
1057.0162,25.05,5.2222,3.0467
1057.4388,23.11,4.2222,7.4667
1057.8613,17.93,7.7222,4.8867
1058.2839,15.03,9.2622,7.3067
1058.7064,21.91,4.6022,5.5667
1059.1288,19.09,4.8422,2.3867
1059.5513,17.25,5.0422,6.0067
1059.9737,20.13,2.8222,2.1467
1060.3961,19.37,0.2622,4.8067
1060.8185,13.93,8.8422,3.3267
1061.2408,17.75,6.3222,2.3467
1061.6631,18.71,0.9622,0.4067
1062.0854,17.65,4.3622,3.6267
1062.5077,15.63,9.9622,9.0667
1062.9299,15.89,4.9422,-1.2733
1063.3521,15.77,1.6222,0.0067
1063.7743,10.75,4.2022,1.5867
1064.1965,15.33,10.4822,8.4267
1064.6186,17.37,2.3222,-0.5733
1065.0407,15.57,1.1622,2.4267
1065.4628,14.97,3.9622,5.6067
1065.8849,12.51,4.9022,0.2867
1066.3069,17.07,0.3022,0.3867
1066.7289,13.97,6.5622,3.0067
1067.1509,12.53,3.8222,2.4067
1067.5728,14.75,3.0622,0.3267
1067.9948,15.33,1.1622,2.8267
1068.4167,8.05,8.6222,1.2667
1068.8385,9.77,5.3222,4.3267
1069.2604,10.97,-5.6778,-3.3933
1069.6822,14.91,5.8622,3.8467
1070.104,14.21,4.9822,3.3267
1070.5258,12.39,7.8622,3.5667
1070.9475,10.77,-1.1978,-0.6133
1071.3692,10.71,3.2622,2.5267
1071.7909,10.87,9.0022,3.9667
1072.2126,14.37,2.5822,-1.9133
1072.6342,10.81,3.7222,2.8867
1073.0558,9.57,4.2222,6.0667
1073.4774,8.95,0.5022,1.6467
1073.899,12.43,-3.6378,-1.8133
1074.3205,13.39,-1.0378,3.9667
1074.742,9.99,5.7022,1.3867
1075.1635,10.77,-1.4378,-1.5533
1075.585,12.75,-1.1578,2.4667
1076.0064,10.35,1.8022,0.7667
1076.4278,4.17,0.4222,0.0867
1076.8492,9.19,-4.5378,-1.1333
1077.2705,8.51,0.8022,1.6267
1077.6919,8.55,4.8022,3.7267
1078.1132,5.43,-2.8978,-1.6333
1078.5344,11.01,-2.1578,0.0267
1078.9557,8.83,7.1622,5.6867
1079.3769,6.39,-0.2578,1.5267
1079.7981,8.41,-6.3578,-4.2933
1080.2193,7.35,-0.1178,5.6667
1080.6404,7.47,0.6222,3.3067
1081.0615,7.01,0.9222,2.4267
1081.4826,9.85,-3.9778,-0.0533
1081.9037,6.01,3.4622,1.8067
1082.3247,6.89,5.3022,0.9067
1082.7457,7.99,-1.7178,-1.9733
1083.1667,12.29,2.2222,4.3667
1083.5877,5.81,2.6422,4.8667
1084.0086,7.79,0.4822,0.9867
1084.4295,9.53,-5.7178,-5.3333
1084.8504,5.89,-0.2378,2.6467
1085.2712,3.43,0.0822,0.3867
1085.6921,2.99,-5.1178,-0.3933
1086.1129,6.13,-5.8378,-0.2733
1086.5337,6.57,5.6622,3.3267
1086.9544,6.11,1.4422,1.8867
1087.3751,9.25,-5.3978,-1.0533
1087.7958,8.47,2.0622,2.5267
1088.2165,4.99,6.1822,5.6867
1088.6371,1.17,2.6622,-1.9333
1089.0578,8.01,-0.0178,0.6467
1089.4784,5.43,1.1022,3.3067
1089.8989,7.89,1.6622,2.7467
1090.3195,9.63,-2.5978,1.1867
1090.74,5.33,1.2022,0.2867
1091.1605,4.05,0.3022,3.6867
1091.5809,2.01,-1.9978,-1.7933
1092.0014,3.97,-4.5578,-1.1133
1092.4218,4.03,-0.9178,4.3667
1092.8422,4.53,4.0622,5.6867
1093.2625,3.13,-4.8378,-5.3133
1093.6829,4.19,-6.4778,-3.2333
1094.1032,2.83,4.0022,0.6867
1094.5234,3.09,0.6622,-2.0333
1094.9437,8.43,-6.6378,-3.9133
1095.3639,1.67,-2.1778,2.1667
1095.7841,4.51,0.7222,3.0267
1096.2043,3.31,-1.5578,-2.3333
1096.6244,-0.09,-2.1378,-1.5933
1097.0446,0.49,1.6422,1.5267
1097.4647,7.85,5.2022,3.6867
1097.8847,4.61,-4.5578,-2.5533
1098.3048,4.15,-4.0378,-2.6533
1098.7248,2.41,3.6622,1.8067
1099.1448,3.31,-2.0578,-4.3333
1099.5647,3.93,-5.7578,-3.9933
1099.9847,10.27,12.5422,8.4467
1100.4046,3.81,3.4222,3.7067
1100.8245,5.93,-0.0178,-1.8733
