Wavelength,I(0),I(NaCl),I(KCl)
782.1678,2694.1056,1008.4093,1370.9519
782.6067,2676.8722,1000.8426,1383.3185
783.0455,2681.0056,1002.8093,1367.5519
783.4844,2664.9722,1007.7759,1368.3519
783.9232,2636.8722,999.2759,1359.7185
784.3619,2624.0056,992.9759,1345.0185
784.8007,2636.6056,991.3759,1342.7185
785.2394,2616.9056,997.0093,1329.9519
785.6781,2602.6056,994.7426,1338.4185
786.1168,2594.9389,987.7093,1334.8852
786.5555,2583.8056,981.4093,1323.6852
786.9941,2556.1389,978.9093,1310.0519
787.4327,2544.8389,980.8093,1311.1519
787.8713,2532.8056,972.4093,1300.1852
788.3099,2511.7056,968.2426,1284.3519
788.7484,2486.1389,951.1093,1283.8852
789.1869,2471.0722,960.7426,1270.3852
789.6254,2484.0722,969.5426,1269.1185
790.0639,2456.6722,958.1426,1263.1519
790.5023,2438.4389,954.5093,1258.1852
790.9407,2428.4722,945.4426,1247.8519
791.3791,2440.0722,954.0426,1242.1185
791.8175,2436.9722,965.7426,1250.2852
792.2558,2416.9389,961.1426,1259.8519
792.6941,2411.0722,950.0759,1251.6852
793.1324,2383.7056,943.4759,1239.9185
793.5706,2359.9056,938.9426,1243.0519
794.0089,2333.0389,921.9759,1218.6185
794.4471,2326.9056,925.3759,1205.1185
794.8853,2308.3389,914.1426,1192.6519
795.3234,2310.0722,923.7759,1193.1185
795.7615,2296.9389,925.9093,1193.3185
796.1997,2289.1056,919.1093,1186.9185
796.6377,2270.6389,909.0093,1192.0519
797.0758,2263.0389,906.8759,1177.1185
797.5138,2255.8389,901.9426,1167.7519
797.9518,2227.3056,901.0759,1156.5185
798.3898,2226.9056,898.0093,1154.3519
798.8278,2209.9389,883.3426,1149.4519
799.2657,2205.7056,891.5093,1142.8852
799.7036,2196.9389,887.4093,1149.4852
800.1415,2175.1389,880.1759,1135.2852
800.5793,2176.2056,875.4426,1120.8519
801.0172,2160.9722,875.4093,1117.2185
801.455,2148.7056,877.4093,1117.7852
801.8928,2131.7056,867.8759,1113.4852
802.3305,2124.0722,871.5759,1113.9185
802.7683,2111.8722,862.1426,1099.6519
803.206,2109.4056,862.8426,1099.1185
803.6436,2109.7389,859.7759,1096.7519
804.0813,2096.0389,852.7759,1088.3852
804.5189,2085.8056,860.2426,1082.7519
804.9565,2081.4722,848.3759,1086.7185
805.3941,2057.0389,845.4093,1075.7185
805.8317,2038.9722,845.9093,1066.1185
806.2692,2030.4056,836.8093,1058.1852
806.7067,2030.6389,832.2759,1056.2185
807.1442,2010.5389,830.3759,1047.5519
807.5816,2000.8722,825.1093,1041.2852
808.0191,1981.7389,820.1426,1037.5519
808.4565,1977.7056,824.9093,1038.7852
808.8938,1959.2722,809.5759,1032.4185
809.3312,1960.9056,818.0093,1023.3185
809.7685,1942.5722,804.0426,1019.3185
810.2058,1935.1056,800.2426,1003.9852
810.6431,1923.1056,799.5759,1002.6519
811.0804,1924.9722,805.1093,1005.6185
811.5176,1908.2389,805.0759,1004.4185
811.9548,1897.6056,802.3759,989.9185
812.392,1889.7722,793.1759,997.1852
812.8291,1889.5056,789.1426,990.7519
813.2662,1864.5722,778.7759,978.3852
813.7033,1845.1389,778.2093,960.6852
814.1404,1855.4389,782.9759,962.3852
814.5775,1830.0722,773.9093,959.5185
815.0145,1826.8722,775.9759,947.5185
815.4515,1813.6056,768.5093,953.8852
815.8885,1802.6389,757.9093,948.0852
816.3254,1799.0389,756.6426,936.4852
816.7623,1781.7722,756.4759,928.5519
817.1992,1778.9056,758.8093,938.1185
817.6361,1764.4722,749.0426,932.5852
818.073,1762.6389,750.3426,930.9852
818.5098,1756.9056,748.2426,926.1185
818.9466,1746.4056,745.1093,919.6185
819.3834,1738.9056,737.7093,920.2519
819.8201,1713.0056,731.9426,900.6185
820.2568,1699.8056,731.4426,904.6519
820.6935,1706.9389,722.5093,895.6519
821.1302,1687.4389,728.2426,886.8185
821.5669,1692.6722,724.8759,888.7185
822.0035,1679.3056,721.7759,884.2185
822.4401,1666.9056,716.7759,887.4519
822.8767,1661.1722,720.6759,876.6519
823.3132,1659.7722,715.6759,879.6519
823.7497,1659.6056,709.5759,865.5185
824.1862,1634.3056,710.5426,871.8185
824.6227,1616.5389,702.0093,865.2519
825.0591,1612.8056,706.2426,851.7852
825.4956,1605.9389,700.7759,854.2185
825.932,1592.0722,688.3759,839.5852
826.3683,1584.5056,685.5093,845.0185
826.8047,1572.0389,685.6426,827.5852
827.241,1577.4389,681.0093,833.0852
827.6773,1560.2389,679.7426,824.8852
828.1136,1558.8056,683.2093,828.2519
828.5498,1544.3389,677.3093,819.9185
828.986,1539.5056,668.0759,805.3185
829.4222,1511.9389,661.0426,809.7519
829.8584,1517.9722,660.3759,795.9185
830.2945,1523.4056,668.0093,796.9852
830.7306,1508.9722,657.4093,797.8852
831.1667,1491.6722,657.9093,799.4852
831.6028,1493.9056,660.1759,796.3185
832.0389,1483.4056,655.6759,791.3852
832.4749,1481.4056,653.4426,779.9852
832.9109,1458.9722,646.5093,776.6185
833.3468,1461.0056,646.2093,775.0185
833.7828,1439.6389,638.8759,771.5185
834.2187,1444.6722,639.4093,766.0185
834.6546,1438.9722,628.7093,758.6852
835.0904,1418.5722,637.6093,760.9185
835.5263,1414.0056,633.6426,756.3519
835.9621,1413.9056,630.2759,752.1519
836.3979,1401.7722,620.5426,752.2185
836.8337,1396.8722,631.2426,742.6852
837.2694,1376.7056,624.3426,738.7852
837.7051,1376.4389,614.8759,738.9185
838.1408,1371.9722,613.0093,730.6852
838.5765,1363.9389,608.7093,729.4852
839.0121,1357.7056,610.8759,723.5519
839.4477,1352.0056,608.9093,721.0519
839.8833,1338.6722,603.2426,711.8852
840.3189,1330.8056,597.7426,712.3519
840.7544,1322.0389,595.3093,709.8852
841.1899,1321.8389,594.9426,711.4519
841.6254,1306.8722,589.2426,687.9852
842.0609,1301.1056,590.8759,697.7519
842.4963,1292.8389,582.8426,699.8852
842.9317,1280.1722,580.2759,685.3852
843.3671,1272.2389,575.7093,688.3185
843.8025,1269.4056,578.6426,682.5852
844.2378,1256.8389,570.8093,680.5185
844.6731,1243.4056,568.9759,669.8519
845.1084,1245.9722,570.5426,676.0852
845.5437,1238.9389,565.4093,657.9519
845.9789,1235.2389,563.3426,662.8519
846.4141,1214.9056,563.1093,658.2185
846.8493,1217.8056,557.6759,656.2852
847.2844,1206.4389,552.4093,649.8852
847.7196,1200.5056,551.5426,639.1185
848.1547,1194.7722,549.3426,641.1852
848.5898,1192.9056,552.3426,642.3852
849.0248,1185.6389,542.7093,644.2185
849.4599,1174.4389,539.8759,625.4852
849.8949,1165.9056,540.7759,637.3852
850.3298,1178.6389,540.0426,627.7852
850.7648,1168.4056,541.8426,622.6519
851.1997,1176.7389,544.0426,627.0519
851.6346,1158.8389,534.6093,637.6852
852.0695,1152.0389,532.8759,616.6852
852.5044,1130.1056,524.5759,609.1852
852.9392,1127.0722,524.5759,609.3519
853.374,1121.9389,520.0426,601.9185
853.8088,1122.9056,517.2093,596.4185
854.2435,1117.7722,521.2759,597.1852
854.6783,1099.1389,511.2759,603.4852
855.113,1087.3389,507.4426,590.1519
855.5476,1084.2722,507.4093,575.3185
855.9823,1070.4389,500.4093,584.4852
856.4169,1059.2056,495.9093,578.4852
856.8515,1062.5389,500.2093,577.1852
857.2861,1056.5056,495.1093,569.5519
857.7206,1056.3056,496.9093,567.4852
858.1552,1033.8722,485.6093,569.2185
858.5897,1035.2722,488.0093,561.7519
859.0241,1026.7722,475.8759,563.2185
859.4586,1019.7389,481.8759,551.6185
859.893,1014.2722,475.5093,552.3852
860.3274,996.9389,471.8093,545.1185
860.7618,992.2056,477.9759,548.8185
861.1961,995.7056,469.7759,545.3852
861.6305,996.1056,471.5759,537.9185
862.0648,982.0389,467.8426,539.8519
862.499,966.6056,461.4759,531.7852
862.9333,973.7389,456.8093,527.7185
863.3675,963.2722,458.1759,521.4519
863.8017,947.0722,451.0093,521.8185
864.2359,938.7056,448.0093,516.0519
864.67,956.3722,446.3093,512.9185
865.1041,933.2722,451.7759,514.0852
865.5382,937.4389,448.8759,512.5519
865.9723,923.3056,442.5093,507.9852
866.4063,920.3389,438.3093,497.2519
866.8404,907.1056,432.7426,498.3519
867.2744,893.5389,430.2426,491.1185
867.7083,890.9389,441.2093,488.1519
868.1423,889.0722,426.2426,482.0852
868.5762,873.0722,420.8759,488.1519
869.0101,868.5722,419.1759,477.6519
869.4439,867.6722,414.8426,469.8519
869.8778,859.7389,414.2759,468.7852
870.3116,854.1056,411.8426,469.4852
870.7454,845.5389,404.0759,471.5185
871.1792,832.2722,397.0093,458.4519
871.6129,823.9056,396.4759,459.3852
872.0466,816.4056,393.5759,446.7519
872.4803,807.9722,393.3426,448.9519
872.914,806.7056,392.9759,447.1852
873.3476,787.4389,386.3426,448.7852
873.7812,793.6056,382.8426,438.0519
874.2148,783.8389,380.5759,427.8519
874.6484,776.8389,380.6093,433.4519
875.0819,776.6056,375.6759,427.4519
875.5154,773.1056,372.0426,426.1185
875.9489,761.8056,368.5093,420.1185
876.3824,760.9722,371.1426,426.6519
876.8158,761.4722,364.2093,420.1185
877.2492,747.7056,362.8759,418.7852
877.6826,753.2389,358.2426,417.2519
878.1159,744.6056,360.3093,408.3852
878.5493,740.6389,364.8426,407.9852
878.9826,731.1389,357.2426,409.1185
879.4159,727.4389,355.3426,410.0852
879.8491,721.9722,347.4759,406.8852
880.2824,712.4722,346.3759,399.1852
880.7156,720.5722,351.4759,388.6852
881.1487,706.9389,345.4759,400.7519
881.5819,707.7056,346.1426,396.7185
882.015,699.9722,342.4093,388.8852
882.4481,709.5056,340.7093,390.8185
882.8812,701.7056,340.0093,389.2852
883.3143,697.9056,339.0426,387.6852
883.7473,693.7056,339.6759,382.6852
884.1803,689.1389,330.4093,387.1519
884.6133,680.7722,334.3759,386.9185
885.0462,680.0056,333.1426,371.4185
885.4791,672.3722,334.2093,380.7852
885.9121,664.0389,323.3759,381.9519
886.3449,675.5722,328.5759,373.5519
886.7778,667.4722,318.3093,370.4185
887.2106,654.4722,320.8093,363.6519
887.6434,660.1389,324.6426,374.5852
888.0762,646.3056,314.3426,361.6185
888.5089,641.0722,314.0426,358.9519
888.9416,644.7722,312.9759,361.9185
889.3743,641.4722,315.4426,362.3519
889.807,642.7389,312.9759,351.4185
890.2397,631.8722,305.1426,360.3852
890.6723,632.8056,310.6759,346.9185
891.1049,620.2722,308.5426,354.1519
891.5375,628.6389,312.0093,342.2519
891.97,616.0389,305.5759,357.8185
892.4025,614.0389,301.5093,347.5519
892.835,598.9389,297.2426,337.9852
893.2675,601.5056,297.2426,341.6519
893.6999,600.7056,295.5093,335.7185
894.1323,597.1389,292.9426,335.6185
894.5647,591.3722,290.5426,331.6185
894.9971,598.3389,286.3093,335.1852
895.4294,576.3389,282.5426,333.7852
895.8618,573.8722,287.1759,321.0852
896.294,570.0056,280.6759,318.7185
896.7263,570.7389,281.8093,321.4185
897.1585,568.4056,280.3426,324.7852
897.5908,559.1389,278.3426,309.9852
898.0229,555.5056,270.2093,314.9185
898.4551,561.4722,266.9759,311.4519
898.8873,545.0389,271.3093,312.4519
899.3194,544.2056,273.9426,307.5519
899.7514,534.3722,263.8759,302.5852
900.1835,534.5389,260.2426,309.5519
900.6155,527.6056,260.0426,297.2519
901.0476,524.1722,262.6093,296.8852
901.4795,524.4056,260.6759,298.4519
901.9115,514.9722,258.8426,292.1519
902.3434,511.3389,254.8426,288.1519
902.7753,509.4722,253.9093,292.5852
903.2072,515.8056,249.5426,289.1519
903.6391,502.2056,240.1759,285.2852
904.0709,502.9056,244.2093,280.8185
904.5027,493.9056,242.3426,282.5852
904.9345,490.8722,242.3426,281.1519
905.3663,488.1056,235.5426,270.8852
905.798,491.1722,238.0093,274.7852
906.2297,482.1389,237.5093,284.7852
906.6614,475.5722,236.6426,267.2852
907.093,471.4056,236.8093,263.3852
907.5246,463.8056,226.2759,263.4519
907.9562,470.0056,230.6759,262.4519
908.3878,462.0056,228.7093,259.4185
908.8194,461.4722,229.0093,265.3852
909.2509,458.3056,224.3426,258.5852
909.6824,447.8056,222.4426,257.2852
910.1139,442.2056,225.7093,257.0185
910.5453,442.8056,221.6759,250.7519
910.9767,442.3056,216.7759,251.6519
911.4081,434.1389,213.9426,242.5852
911.8395,432.4056,216.4093,251.8519
912.2709,434.3056,209.0093,240.7852
912.7022,422.5389,211.7759,242.1185
913.1335,421.2389,209.4093,233.3185
913.5648,425.9389,206.7759,242.8519
913.996,421.2722,204.1093,240.9852
914.4272,404.9056,203.2759,234.1185
914.8584,404.0056,209.5093,234.7519
915.2896,407.7722,197.0426,231.0185
915.7207,400.3056,201.9759,233.4519
916.1518,403.1722,202.3426,225.8852
916.5829,390.1056,200.6759,228.4185
917.014,390.6722,195.3426,224.3519
917.445,381.3056,187.8093,221.9185
917.876,388.4056,193.1759,220.8185
918.307,376.1056,186.6093,220.1185
918.738,377.3056,185.7093,212.7852
919.1689,365.7056,186.8426,213.1519
919.5999,365.2722,184.2759,211.2519
920.0307,362.4722,179.3093,201.7185
920.4616,363.3056,179.8093,203.0185
920.8924,360.6389,180.4759,205.4519
921.3232,358.7389,177.7759,206.9852
921.754,352.0389,177.8426,204.6185
922.1848,341.4722,170.8426,195.7852
922.6155,339.1056,169.6759,197.9852
923.0462,336.1389,165.4426,194.6185
923.4769,329.2722,164.9759,191.7519
923.9076,324.5056,163.4759,182.4185
924.3382,321.3389,163.9426,186.8852
924.7688,322.5722,158.3759,183.3852
925.1994,317.7056,159.7759,175.3852
925.6299,310.6722,155.9759,187.0185
926.0605,303.1389,152.7093,179.3185
926.491,305.9722,148.7093,175.6185
926.9215,293.1389,146.4759,168.1519
927.3519,289.8389,139.9093,169.1185
927.7823,292.0389,143.6426,169.1519
928.2127,280.1056,133.6426,167.3519
928.6431,281.9722,140.5759,161.2519
929.0735,274.4056,141.2426,156.0852
929.5038,273.4056,136.8426,158.2519
929.9341,268.3056,135.5093,152.4852
930.3644,260.2056,131.4759,158.2519
930.7946,260.6389,124.4759,151.3852
931.2248,255.1722,128.6093,152.9519
931.655,248.1722,126.0093,144.2185
932.0852,241.3722,115.1426,144.3519
932.5153,242.1389,117.5759,137.5185
932.9455,226.0389,112.4093,128.2852
933.3756,220.2722,109.3759,130.9185
933.8056,214.3722,103.3093,124.7185
934.2357,203.8056,100.7426,124.7519
934.6657,198.1389,101.3093,109.6519
935.0957,191.2722,98.5093,112.6852
935.5256,186.6722,92.0426,110.2852
935.9556,170.4389,88.9759,108.5185
936.3855,167.4389,83.9093,98.6852
936.8154,160.0722,76.8426,87.1185
937.2453,155.8722,74.1093,99.2519
937.6751,145.7056,76.8759,84.3852
938.1049,141.4389,70.9759,87.8185
938.5347,139.1722,63.8093,81.1185
938.9644,130.0722,64.4759,75.3519
939.3942,125.7389,60.3426,71.1185
939.8239,122.0389,52.3093,75.8185
940.2536,125.6722,58.0759,68.8852
940.6832,121.5389,60.3093,66.4852
941.1129,126.1722,55.4426,76.6519
941.5425,123.6389,57.3759,65.7852
941.9721,116.7722,60.3093,68.3519
942.4016,121.6389,55.8759,69.5185
942.8311,122.3722,58.3759,67.2519
943.2607,126.6056,64.7759,70.4519
943.6901,120.2389,52.9426,65.2852
944.1196,120.5389,55.5759,69.1519
944.549,130.5389,66.0093,65.9519
944.9784,122.4056,58.8759,75.9185
945.4078,117.5056,61.6093,63.6852
945.8371,117.4389,56.5093,70.6852
946.2665,121.3056,61.0093,70.9519
946.6958,123.4722,61.5093,69.9852
947.125,126.1056,62.2426,64.0852
947.5543,128.6389,63.2093,66.6519
947.9835,132.4722,67.2093,73.9852
948.4127,131.4056,67.1093,72.0185
948.8419,132.7389,62.3426,79.6185
949.271,135.8056,63.4426,75.8519
949.7001,135.3389,66.5426,81.4185
950.1292,138.8722,70.9093,73.1185
950.5583,140.2389,69.7093,78.9519
950.9874,138.6056,75.9093,83.9519
951.4164,142.3389,70.9093,78.3185
951.8454,137.4389,71.3426,83.1519
952.2743,143.6389,70.7759,75.4185
952.7033,145.3722,78.1093,81.4185
953.1322,145.6056,70.7759,79.8519
953.5611,139.6056,68.4759,84.3852
953.9899,149.8056,73.8426,82.4185
954.4188,143.9056,73.6426,86.2519
954.8476,147.8056,75.0426,84.8852
955.2764,148.9389,70.8093,85.2852
955.7051,143.5722,76.2426,81.0185
956.1339,149.1056,73.8093,78.1852
956.5626,146.5389,77.4093,93.5185
956.9913,147.5056,75.7759,86.2519
957.4199,146.7056,79.2759,83.3185
957.8486,147.4722,74.8426,81.7185
958.2772,148.7722,73.6093,85.5185
958.7057,147.9056,73.2093,89.3852
959.1343,146.7722,73.5093,81.5519
959.5628,148.5389,77.1759,84.6852
959.9913,148.6389,74.1759,82.8185
960.4198,146.5722,75.3759,87.4852
960.8483,151.5722,80.3426,83.0519
961.2767,145.7389,74.4759,90.1852
961.7051,145.2056,71.1093,87.3185
962.1335,148.2056,78.1759,88.1185
962.5618,147.5056,70.8093,89.2519
962.9901,155.0056,76.5759,82.4185
963.4184,146.3722,74.7759,83.5185
963.8467,150.9056,68.5093,79.0852
964.275,143.4722,69.0093,88.8519
964.7032,145.2056,72.4093,83.6519
965.1314,140.5722,73.6093,81.3519
965.5595,143.0056,70.7093,83.9185
965.9877,144.7389,74.3093,84.7519
966.4158,142.3056,71.1093,82.6519
966.8439,145.7389,71.7759,79.6185
967.272,138.1389,72.6093,84.1185
967.7,144.8722,68.7759,81.0185
968.128,139.4389,76.8093,82.4519
968.556,135.2056,69.3759,80.9519
968.984,136.8722,72.1426,82.4185
969.4119,140.1056,74.5759,83.7185
969.8398,138.5722,69.4426,77.3852
970.2677,134.8389,70.7759,79.2852
970.6956,136.5389,67.4759,79.0185
971.1234,127.0389,65.9426,80.5852
971.5512,136.7056,69.5426,71.9852
971.979,135.5056,65.6093,85.1519
972.4067,133.7722,65.3426,77.2852
972.8345,130.2722,63.9093,68.5852
973.2622,130.4722,63.5093,74.3185
973.6899,131.0056,63.3759,76.1852
974.1175,128.7722,66.4759,73.5852
974.5452,124.0056,63.8426,70.0852
974.9728,119.7389,64.4426,76.5519
975.4003,127.5056,68.2759,72.5185
975.8279,123.8722,62.8426,71.0852
976.2554,127.0722,62.2426,67.2519
976.6829,125.0389,58.2093,70.8185
977.1104,123.0722,61.5093,69.9852
977.5378,117.7722,62.1426,64.3519
977.9653,119.4722,60.7426,73.7852
978.3927,117.4722,58.3093,66.7185
978.82,117.4056,59.8426,68.8852
979.2474,120.3389,60.5093,67.2519
979.6747,119.4056,56.5093,68.0185
980.102,117.9056,59.7759,67.2852
980.5293,110.5389,54.9093,65.9519
980.9565,114.6722,58.9426,67.1519
981.3837,122.4389,58.4426,65.1185
981.8109,112.0389,57.2093,71.4185
982.2381,114.2722,61.0093,58.8519
982.6652,113.4722,55.4759,66.1852
983.0923,113.6722,60.5093,57.4185
983.5194,108.2722,56.0759,63.6852
983.9465,106.5056,55.2093,59.9185
984.3735,109.1389,56.7426,62.7185
984.8005,102.7056,54.2426,59.9519
985.2275,105.7056,53.2759,54.1185
985.6545,100.7722,51.6093,64.8852
986.0814,101.3722,51.4093,57.4519
986.5083,96.4722,55.6093,61.9519
986.9352,100.1389,49.3093,57.8185
987.362,97.2389,48.0759,56.3519
987.7889,92.9722,49.9759,56.1185
988.2157,98.5722,48.3093,51.8519
988.6425,95.1389,47.4759,60.0185
989.0692,96.8056,48.1426,55.9519
989.4959,93.4722,46.9759,57.2185
989.9226,126.7722,78.7093,51.6852
990.3493,103.2722,50.7093,89.6519
990.776,91.6722,47.3759,65.2852
991.2026,89.1056,47.6093,54.8852
991.6292,92.0056,47.5759,55.3852
992.0558,89.6056,44.4093,56.4185
992.4823,87.3056,44.6759,50.2185
992.9088,90.5056,49.2093,48.5519
993.3353,87.9722,46.6426,51.4852
993.7618,97.5056,50.1426,49.0852
994.1882,86.3722,45.2759,54.1519
994.6146,86.4389,52.2093,47.7852
995.041,86.0389,43.2093,55.6519
995.4674,87.5389,43.6759,51.4185
995.8937,85.3389,44.2759,45.5185
996.3201,86.2389,48.2093,51.2852
996.7463,85.6056,47.6759,48.5852
997.1726,85.4056,40.4759,50.6185
997.5988,83.1056,37.9426,49.3519
998.0251,85.1056,41.3426,46.2519
998.4512,86.1722,41.6759,49.8852
998.8774,87.4389,42.8426,45.3519
999.3035,82.3722,40.5093,49.9185
999.7296,83.5722,42.0093,46.1852
1000.1557,83.1056,42.1093,51.0852
1000.5818,82.8389,45.5093,43.7519
1001.0078,84.1056,37.5093,46.6852
1001.4338,83.6056,39.9426,47.5185
1001.8598,82.4722,41.8093,48.6852
1002.2857,86.6389,46.4426,50.9185
1002.7117,87.2056,43.2093,51.3852
1003.1376,81.5389,47.4426,49.7185
1003.5634,78.0722,45.8426,48.9185
1003.9893,83.9389,43.7093,44.8852
1004.4151,85.5389,38.2093,47.2185
1004.8409,80.9389,40.9759,44.0519
1005.2667,82.9722,39.4759,44.0519
1005.6924,77.9056,42.3426,48.3519
1006.1181,76.1056,43.0426,48.4519
1006.5438,76.5722,39.7759,42.9852
1006.9695,80.2056,38.8759,49.3519
1007.3951,79.3389,35.6093,44.6185
1007.8208,73.5389,33.5426,47.6852
1008.2463,77.2389,43.0759,45.6852
1008.6719,75.4722,37.7093,44.1519
1009.0974,72.9056,33.8426,43.9519
1009.523,73.8722,36.5759,39.7185
1009.9484,76.4389,37.3426,38.9519
1010.3739,74.8389,37.4759,41.8185
1010.7993,64.1722,37.5426,43.4519
1011.2247,70.8389,35.7093,36.2519
1011.6501,69.4389,33.1093,44.9519
1012.0755,63.7722,32.5093,38.4185
1012.5008,64.9722,32.9759,35.6519
1012.9261,68.2056,35.8426,40.4185
1013.3514,66.5389,32.8093,40.4852
1013.7767,62.3722,30.6093,36.7519
1014.2019,65.4056,34.6426,31.7519
1014.6271,59.6389,33.2093,41.0852
1015.0523,57.8722,31.9426,37.3852
1015.4774,57.3389,31.5426,33.2519
1015.9025,57.7722,29.7759,34.9852
1016.3276,59.9389,27.5759,34.2185
1016.7527,57.6722,30.2093,32.1852
1017.1778,55.3722,27.3426,31.6185
1017.6028,53.9722,35.3759,36.1852
1018.0278,55.8722,26.9093,28.7519
1018.4527,52.2389,30.0759,35.3519
1018.8777,52.2056,27.6759,29.8519
1019.3026,57.6389,28.3426,35.4185
1019.7275,50.7722,26.9093,33.6185
1020.1524,49.0389,25.0426,30.7852
1020.5772,51.3389,27.4093,33.4185
1021.002,52.7722,29.4093,27.0185
1021.4268,50.6389,34.1426,32.8852
1021.8516,49.8389,26.3093,25.1519
1022.2763,52.5056,26.4426,28.0519
1022.701,50.9722,26.7759,27.9185
1023.1257,44.9389,25.6426,26.1852
1023.5503,49.7056,29.0759,28.1185
1023.975,49.9389,17.8759,31.0852
1024.3996,47.6722,26.3093,26.3852
1024.8242,41.5722,24.9093,26.7185
1025.2487,46.0722,19.2759,27.9185
1025.6732,46.8389,24.4426,26.9519
1026.0977,41.1389,23.2759,27.1519
1026.5222,42.7722,23.9759,21.9852
1026.9467,43.0389,18.2426,25.5185
1027.3711,42.7722,25.4759,25.5519
1027.7955,37.6056,21.1426,21.8852
1028.2199,39.8056,18.9426,25.5519
1028.6442,43.1722,17.1093,25.1185
1029.0685,42.5056,19.8426,26.9519
1029.4928,42.2056,22.6093,22.3852
1029.9171,41.3389,17.4426,25.9185
1030.3413,40.8056,22.6426,19.9852
1030.7655,35.2389,20.5093,23.2852
1031.1897,40.8056,20.1759,22.2519
1031.6139,39.0722,19.5426,27.3519
1032.038,38.7722,23.0759,21.8852
1032.4621,32.9389,18.5426,20.4185
1032.8862,35.0056,17.2759,24.3852
1033.3103,39.3389,17.9093,19.2852
1033.7343,34.8389,15.8426,21.6852
1034.1583,33.2722,16.6426,15.0519
1034.5823,33.7056,17.1093,17.2519
1035.0063,36.8056,21.7093,16.9185
1035.4302,34.5722,16.4426,15.3185
1035.8541,35.4722,18.9426,19.3185
1036.278,37.9056,20.3093,19.9519
1036.7018,29.0389,18.3759,17.9852
1037.1257,31.5389,13.1093,15.3519
1037.5495,32.6389,16.6759,17.5852
1037.9732,28.5722,13.5426,19.1852
1038.397,27.3722,12.9759,7.3852
1038.8207,26.7722,15.8093,16.8185
1039.2444,31.1389,15.1093,11.6852
1039.6681,26.4722,17.3426,16.1519
1040.0917,32.2389,14.1759,11.3852
1040.5154,33.2722,10.1093,14.4852
1040.9389,29.9389,10.1759,16.3185
1041.3625,26.3722,16.5426,13.5185
1041.7861,25.2389,14.3759,19.2519
1042.2096,28.0389,12.5093,16.6185
1042.6331,26.5722,13.9093,14.5519
1043.0565,27.0056,10.9093,12.9519
1043.48,20.5389,11.6426,16.0185
1043.9034,30.8722,10.6426,17.0185
1044.3268,27.3056,10.4426,17.2852
1044.7501,26.0389,10.4093,13.2185
1045.1734,25.6722,10.6426,14.0185
1045.5968,19.2056,13.5759,9.0185
1046.02,21.9722,8.1426,6.6519
1046.4433,22.2056,9.7093,10.7852
1046.8665,25.3389,9.6759,12.3519
1047.2897,20.4389,8.9759,10.3185
1047.7129,25.7056,7.8759,7.5185
1048.136,25.8722,12.4759,13.7519
1048.5592,25.0722,12.6093,13.9185
1048.9823,23.8722,16.2426,12.6852
1049.4053,19.2389,13.3093,17.3185
1049.8284,22.6389,9.5759,6.6852
1050.2514,17.4389,3.6093,10.8519
1050.6744,21.8722,11.7759,5.0852
1051.0974,20.5389,7.2093,15.4185
1051.5203,17.7056,9.0426,11.4519
1051.9432,13.1056,9.0093,11.2852
1052.3661,18.2056,14.4093,6.7852
1052.789,20.4056,7.7759,7.2852
1053.2118,16.7389,4.9093,9.0519
1053.6346,17.7056,8.3426,6.6185
1054.0574,18.8389,9.9426,12.0185
1054.4802,19.7389,6.4759,12.1519
1054.9029,19.4722,4.7426,10.5852
1055.3256,14.3056,8.5093,5.7852
1055.7483,18.1389,3.6426,12.3519
1056.171,12.6722,7.1759,10.5852
1056.5936,12.8056,5.4426,3.1852
1057.0162,16.3056,9.2759,8.1852
1057.4388,19.3056,9.4426,12.8519
1057.8613,11.9722,6.2426,8.7519
1058.2839,14.0389,8.9426,3.9852
1058.7064,16.3722,8.9759,10.9185
1059.1288,13.1056,7.7093,9.6852
1059.5513,9.4722,1.4759,6.2852
1059.9737,11.8389,7.1093,5.8519
1060.3961,15.3056,5.4759,5.2185
1060.8185,9.3722,8.8093,8.8185
1061.2408,15.7056,11.7426,1.3519
1061.6631,19.0389,4.0759,6.7852
1062.0854,13.3722,5.7759,8.1185
1062.5077,9.1722,7.0759,8.8519
1062.9299,9.5389,4.8093,8.9852
1063.3521,14.9389,4.1426,7.1852
1063.7743,7.4389,7.7093,4.3185
1064.1965,14.6722,7.1759,-3.0148
1064.6186,15.7389,6.6759,9.4852
1065.0407,13.0722,6.9426,4.6519
1065.4628,6.3389,2.4426,3.5185
1065.8849,10.8056,5.6093,5.6519
1066.3069,13.6389,6.0093,7.7519
1066.7289,7.5722,3.9426,3.0185
1067.1509,3.7056,3.8759,7.1519
1067.5728,12.6722,6.6093,5.7852
1067.9948,13.5722,4.6093,6.3519
1068.4167,6.9389,3.8759,6.2852
1068.8385,5.3722,0.3093,-2.4148
1069.2604,9.9722,2.8426,8.5852
1069.6822,9.4722,3.5759,3.1852
1070.104,9.3722,4.4759,5.2852
1070.5258,11.7056,6.2426,3.2519
1070.9475,11.7056,2.8759,3.4852
1071.3692,5.4389,-0.2574,0.2185
1071.7909,9.0389,5.7759,-2.7148
1072.2126,10.9722,3.6759,4.9519
1072.6342,8.6389,2.6426,3.4852
1073.0558,4.6389,-0.6574,1.7185
1073.4774,3.1722,0.0093,-2.5815
1073.899,8.0389,-2.2574,5.1185
1074.3205,10.3389,8.1093,1.4185
